,answer,image_filename,image_id,image_index,image_url,qa_id,question,question_error,question_error_closest_match,question_error_correction,question_error_correction_answer,question_error_new_question,question_is_premise_true
50,2.,2409813.jpg,2332044,86818,https://cs.stanford.edu/people/rak248/VG_100K/2332044.jpg,1090279,How many scissors are in the bucket?,,,,,,
51,Daytime.,2375172.jpg,2331997,86862,https://cs.stanford.edu/people/rak248/VG_100K/2331997.jpg,559418,When was the picture taken?,,,,,,
52,In the grass.,2395227.jpg,2331997,86862,https://cs.stanford.edu/people/rak248/VG_100K/2331997.jpg,1510130,Where is the black dog?,,,,,,
53,Gray.,2323113.jpg,2331997,86862,https://cs.stanford.edu/people/rak248/VG_100K/2331997.jpg,871447,What color is the road?,,,,,,
54,Orchestra.,2369171.jpg,2331974,86885,https://cs.stanford.edu/people/rak248/VG_100K/2331974.jpg,1817734,What are the bears imitating?,,,,,,
55,An octopus.,2401758.jpg,2331974,86885,https://cs.stanford.edu/people/rak248/VG_100K/2331974.jpg,1250430,What is the kite resembling?,,,,,,
56,On the pan.,2412348.jpg,2331974,86885,https://cs.stanford.edu/people/rak248/VG_100K/2331974.jpg,1122829,Where are the carrots?,,,,,,
57,The shadow of a bench.,2374598.jpg,2331894,86961,https://cs.stanford.edu/people/rak248/VG_100K/2331894.jpg,1929681,What is on the concrete?,,,,,,
58,Wood.,2366798.jpg,2331894,86961,https://cs.stanford.edu/people/rak248/VG_100K/2331894.jpg,1769008,What is the porch made of?,,,,,,
59,A man.,2408329.jpg,2331894,86961,https://cs.stanford.edu/people/rak248/VG_100K/2331894.jpg,1057440,Who is in the photo?,,,,,,
60,Kite.,2336891.jpg,2331859,86994,https://cs.stanford.edu/people/rak248/VG_100K/2331859.jpg,717923,What is he holding?,,,,,,
61,Dark brown.,2406235.jpg,2331859,86994,https://cs.stanford.edu/people/rak248/VG_100K/2331859.jpg,206509,What color is the woman's hair?,,,,,,
62,2.,2341335.jpg,2331859,86994,https://cs.stanford.edu/people/rak248/VG_100K/2331859.jpg,522508,How many eyes does he have?,,,,,,
63,A soft material.,2395337.jpg,2331840,87012,https://cs.stanford.edu/people/rak248/VG_100K/2331840.jpg,1575279,What is the chair made of?,,,,,,
64,White.,2326787.jpg,2331840,87012,https://cs.stanford.edu/people/rak248/VG_100K/2331840.jpg,789991,What color shirt is the person wearing?,,,,,,
65,Two.,2329052.jpg,2331840,87012,https://cs.stanford.edu/people/rak248/VG_100K/2331840.jpg,596244,How many chopsticks are there?,,,,,,
66,Wii game controllers.,2406594.jpg,2331635,87205,https://cs.stanford.edu/people/rak248/VG_100K/2331635.jpg,203634,What are the two people on the right holding?,,,,,,
67,Daytime.,2377531.jpg,2331635,87205,https://cs.stanford.edu/people/rak248/VG_100K/2331635.jpg,685412,When is the picture taken?,,,,,,
68,To show old designs for toilet.,2356350.jpg,2331635,87205,https://cs.stanford.edu/people/rak248/VG_100K/2331635.jpg,702366,Why is this featured?,,,,,,
69,On the desk.,2387465.jpg,2331489,87344,https://cs.stanford.edu/people/rak248/VG_100K/2331489.jpg,805442,Where is the kitty?,,,,,,
70,A silver cooking pan.,2400967.jpg,2331489,87344,https://cs.stanford.edu/people/rak248/VG_100K/2331489.jpg,1233585,What is on top of oven?,,,,,,
71,He is doing a trick.,2334210.jpg,2331489,87344,https://cs.stanford.edu/people/rak248/VG_100K/2331489.jpg,720060,Why is the man jumping?,,,,,,
72,Tan and brown.,2394608.jpg,2331426,87406,https://cs.stanford.edu/people/rak248/VG_100K/2331426.jpg,1444072,How is the wall of restaurant?,,,,,,
73,Double stitched.,2372747.jpg,2331426,87406,https://cs.stanford.edu/people/rak248/VG_100K/2331426.jpg,1891553,How is the shoe stitched?,,,,,,
74,A fork.,2372525.jpg,2331426,87406,https://cs.stanford.edu/people/rak248/VG_100K/2331426.jpg,1886742,What is on the napkin?,,,,,,
75,Mozzarella cheese.,2363859.jpg,2331311,87516,https://cs.stanford.edu/people/rak248/VG_100K/2331311.jpg,1710057,What is the white topping on the pizza?,,,,,,
76,On the wall.,2358943.jpg,2331311,87516,https://cs.stanford.edu/people/rak248/VG_100K/2331311.jpg,1611997,Where is the large white u?,,,,,,
77,Trees.,2398182.jpg,2331311,87516,https://cs.stanford.edu/people/rak248/VG_100K/2331311.jpg,1398964,What lines the streets?,,,,,,
78,Walking.,2403574.jpg,2331149,87673,https://cs.stanford.edu/people/rak248/VG_100K/2331149.jpg,1285728,What is the bear doing?,,,,,,
79,Man on right.,2392040.jpg,2331149,87673,https://cs.stanford.edu/people/rak248/VG_100K/2331149.jpg,1366085,Who has a bald head?,,,,,,
80,2.,2316939.jpg,2331149,87673,https://cs.stanford.edu/people/rak248/VG_100K/2331149.jpg,920838,How many birds are shown?,,,,,,
81,Round.,2352852.jpg,2330685,88122,https://cs.stanford.edu/people/rak248/VG_100K/2330685.jpg,577255,What shape is the bowl?,,,,,,
82,Alarm clock.,2397393.jpg,2330685,88122,https://cs.stanford.edu/people/rak248/VG_100K/2330685.jpg,1394488,"What is the small, box-like object on the table?",,,,,,
83,A man.,2390261.jpg,2330685,88122,https://cs.stanford.edu/people/rak248/VG_100K/2330685.jpg,290185,Who is cutting the hair?,,,,,,
84,During daylight hours.,2406103.jpg,2330550,88251,https://cs.stanford.edu/people/rak248/VG_100K/2330550.jpg,1175807,When was this photo taken?,,,,,,
85,Grassy cliffs.,2379724.jpg,2330550,88251,https://cs.stanford.edu/people/rak248/VG_100K/2330550.jpg,811649,What is the background?,,,,,,
86,3.,2400876.jpg,2330550,88251,https://cs.stanford.edu/people/rak248/VG_100K/2330550.jpg,1231614,What size is the ball?,,,,,,
87,Cats.,2417434.jpg,2330536,88265,https://cs.stanford.edu/people/rak248/VG_100K/2330536.jpg,950619,What animals are here?,,,,,,
88,The woman with the brown hair.,2413709.jpg,2330536,88265,https://cs.stanford.edu/people/rak248/VG_100K/2330536.jpg,1012495,Who is wearing the pink shirt?,,,,,,
89,Dock.,2373118.jpg,2330536,88265,https://cs.stanford.edu/people/rak248/VG_100K/2330536.jpg,1899489,Where is this at?,,,,,,
90,Brown.,2374773.jpg,2330462,88334,https://cs.stanford.edu/people/rak248/VG_100K/2330462.jpg,559730,What color is the boys shirt?,,,,,,
91,Green.,2412176.jpg,2330462,88334,https://cs.stanford.edu/people/rak248/VG_100K/2330462.jpg,1119176,What color is the girls shirt?,,,,,,
92,Four.,2409728.jpg,2330462,88334,https://cs.stanford.edu/people/rak248/VG_100K/2330462.jpg,1088284,How many boys are there?,,,,,,
93,Knives.,2412896.jpg,2330393,88401,https://cs.stanford.edu/people/rak248/VG_100K/2330393.jpg,153219,What are the women holding?,,,,,,
94,On top of the boy.,2375909.jpg,2330393,88401,https://cs.stanford.edu/people/rak248/VG_100K/2330393.jpg,1955502,Where is the blue hat?,,,,,,
95,Trees.,2362969.jpg,2330393,88401,https://cs.stanford.edu/people/rak248/VG_100K/2330393.jpg,633080,What is in the photo?,,,,,,
96,Yellow.,2387632.jpg,2330380,88413,https://cs.stanford.edu/people/rak248/VG_100K/2330380.jpg,549460,What color is the price tag on the large vase?,,,,,,
97,Four.,2387854.jpg,2330380,88413,https://cs.stanford.edu/people/rak248/VG_100K/2330380.jpg,485296,How many people are at the table?,,,,,,
98,Sunny.,2344888.jpg,2330380,88413,https://cs.stanford.edu/people/rak248/VG_100K/2330380.jpg,647554,What is the weather like?,,,,,,
99,2.,2355443.jpg,2330319,88470,https://cs.stanford.edu/people/rak248/VG_100K/2330319.jpg,255263,How many posts can be seen?,,,,,,
100,Three.,2409962.jpg,2330319,88470,https://cs.stanford.edu/people/rak248/VG_100K/2330319.jpg,1093620,How many people are there?,,,,,,
101,Tall.,2376012.jpg,2330319,88470,https://cs.stanford.edu/people/rak248/VG_100K/2330319.jpg,1957767,What length is the grass?,,,,,,
102,Two.,2357173.jpg,2330217,88564,https://cs.stanford.edu/people/rak248/VG_100K/2330217.jpg,573804,How many large rocks are visible?,,,,,,
103,A building.,2375491.jpg,2330217,88564,https://cs.stanford.edu/people/rak248/VG_100K/2330217.jpg,1947017,What item has windows on it?,,,,,,
104,The meter is broken.,2399877.jpg,2330217,88564,https://cs.stanford.edu/people/rak248/VG_100K/2330217.jpg,411708,Why is there a paper bag?,,,,,,
105,Gray.,2338433.jpg,2330149,88629,https://cs.stanford.edu/people/rak248/VG_100K/2330149.jpg,588751,What color is the shoe?,,,,,,
106,Glasses.,2377793.jpg,2330149,88629,https://cs.stanford.edu/people/rak248/VG_100K/2330149.jpg,1990387,Whats on the face of the little boy wearing blue?,,,,,,
107,A blue car.,2392157.jpg,2330149,88629,https://cs.stanford.edu/people/rak248/VG_100K/2330149.jpg,1493807,What is on the left of the bus?,,,,,,
108,A bird.,2344919.jpg,2330103,88674,https://cs.stanford.edu/people/rak248/VG_100K/2330103.jpg,391688,Who is in the air?,,,,,,
109,Picture.,2410210.jpg,2330103,88674,https://cs.stanford.edu/people/rak248/VG_100K/2330103.jpg,1098817,What is hanging on wall near lamp?,,,,,,
110,Lotus.,2395359.jpg,2330103,88674,https://cs.stanford.edu/people/rak248/VG_100K/2330103.jpg,1575402,What brand of tissue is it?,,,,,,
111,Outside on wall.,2412599.jpg,2330102,88675,https://cs.stanford.edu/people/rak248/VG_100K/2330102.jpg,1128419,Where is this located?,,,,,,
112,On the side of the plate.,2395398.jpg,2330102,88675,https://cs.stanford.edu/people/rak248/VG_100K/2330102.jpg,1384429,Where is the glass?,,,,,,
113,A balcony.,2386495.jpg,2330102,88675,https://cs.stanford.edu/people/rak248/VG_100K/2330102.jpg,486380,What is outside the glass doors?,,,,,,
114,Blue.,2405994.jpg,2329919,88848,https://cs.stanford.edu/people/rak248/VG_100K/2329919.jpg,1173316,What color is the girls shirt?,,,,,,
115,Stripes.,2407064.jpg,2329919,88848,https://cs.stanford.edu/people/rak248/VG_100K/2329919.jpg,1198354,What pattern appears in the grass?,,,,,,
116,Small paper folder serving trays.,2376692.jpg,2329919,88848,https://cs.stanford.edu/people/rak248/VG_100K/2329919.jpg,1971724,What is the food sitting in?,,,,,,
117,Nine.,2315568.jpg,2329895,88872,https://cs.stanford.edu/people/rak248/VG_100K/2329895.jpg,962797,How many items are shown in front of the couch?,,,,,,
118,Above the child's drawing.,2400138.jpg,2329895,88872,https://cs.stanford.edu/people/rak248/VG_100K/2329895.jpg,1215191,Where in relationship to the child's drawing is the blue poster hanging?,,,,,,
119,Four.,2377980.jpg,2329895,88872,https://cs.stanford.edu/people/rak248/VG_100K/2329895.jpg,306433,How many rods are on the tower?,,,,,,
120,A traffic light.,2396043.jpg,2329841,88925,https://cs.stanford.edu/people/rak248/VG_100K/2329841.jpg,222811,What is hanging over the light?,,,,,,
121,Dog.,2358535.jpg,2329841,88925,https://cs.stanford.edu/people/rak248/VG_100K/2329841.jpg,1602682,What type of animal is shown?,,,,,,
122,Tall and green.,2393712.jpg,2329841,88925,https://cs.stanford.edu/people/rak248/VG_100K/2329841.jpg,1501604,How can the trees in the background be described?,,,,,,
123,Grey.,2405596.jpg,2329661,89099,https://cs.stanford.edu/people/rak248/VG_100K/2329661.jpg,1164713,What color is the street?,,,,,,
124,One.,2372020.jpg,2329661,89099,https://cs.stanford.edu/people/rak248/VG_100K/2329661.jpg,301366,How many benches are there?,,,,,,
125,Red.,2374481.jpg,2329661,89099,https://cs.stanford.edu/people/rak248/VG_100K/2329661.jpg,300107,What color is the boy's t-shirt?,,,,,,
126,White.,2413760.jpg,2329556,89196,https://cs.stanford.edu/people/rak248/VG_100K/2329556.jpg,146305,What color are the animals?,,,,,,
127,Arched.,2373462.jpg,2329556,89196,https://cs.stanford.edu/people/rak248/VG_100K/2329556.jpg,1906304,What is the shape of the window?,,,,,,
128,3.,2410162.jpg,2329556,89196,https://cs.stanford.edu/people/rak248/VG_100K/2329556.jpg,1097795,How many chairs are shown around the table?,,,,,,
129,Mirror.,2390566.jpg,2329495,89252,https://cs.stanford.edu/people/rak248/VG_100K/2329495.jpg,1424984,What is the large black item attached to the outside of the truck?,,,,,,
130,An apple.,2373552.jpg,2329495,89252,https://cs.stanford.edu/people/rak248/VG_100K/2329495.jpg,1908252,What are the grapes beside?,,,,,,
131,Collar.,2405371.jpg,2329495,89252,https://cs.stanford.edu/people/rak248/VG_100K/2329495.jpg,1158899,What is red?,,,,,,
132,No one.,2360063.jpg,2329492,89255,https://cs.stanford.edu/people/rak248/VG_100K/2329492.jpg,251597,Who is in the picture?,,,,,,
133,One.,2400037.jpg,2329492,89255,https://cs.stanford.edu/people/rak248/VG_100K/2329492.jpg,411576,How many people are there?,,,,,,
134,Winter gear.,2358052.jpg,2329492,89255,https://cs.stanford.edu/people/rak248/VG_100K/2329492.jpg,573111,What is the man with the snowboard wearing?,,,,,,
135,Cut.,2391434.jpg,2329367,89373,https://cs.stanford.edu/people/rak248/VG_100K/2329367.jpg,1362854,What condition are the pizzas in?,,,,,,
136,Rocks.,2358761.jpg,2329367,89373,https://cs.stanford.edu/people/rak248/VG_100K/2329367.jpg,1607833,What is surrounding the dirt patch?,,,,,,
137,In the field.,2406332.jpg,2329367,89373,https://cs.stanford.edu/people/rak248/VG_100K/2329367.jpg,1181950,Where are the zebras?,,,,,,
138,Wilderness.,2407348.jpg,2329299,89439,https://cs.stanford.edu/people/rak248/VG_100K/2329299.jpg,1204686,Where was the photo taken?,,,,,,
139,Red.,2353314.jpg,2329299,89439,https://cs.stanford.edu/people/rak248/VG_100K/2329299.jpg,512932,What color is the carriage?,,,,,,
140,They stepped in mud.,2402227.jpg,2329299,89439,https://cs.stanford.edu/people/rak248/VG_100K/2329299.jpg,1258342,What happened to this person's feet?,,,,,,
141,On floor.,2396366.jpg,2329270,89468,https://cs.stanford.edu/people/rak248/VG_100K/2329270.jpg,1515507,Where is the foot?,,,,,,
142,In the sauce.,2362314.jpg,2329270,89468,https://cs.stanford.edu/people/rak248/VG_100K/2329270.jpg,505732,Where are the onions?,,,,,,
143,Grass.,2395907.jpg,2329270,89468,https://cs.stanford.edu/people/rak248/VG_100K/2329270.jpg,1578204,What is behind the bench?,,,,,,
144,Two.,2318255.jpg,2329267,89471,https://cs.stanford.edu/people/rak248/VG_100K/2329267.jpg,910306,How many planes are in the picture?,,,,,,
145,Donut.,2359081.jpg,2329267,89471,https://cs.stanford.edu/people/rak248/VG_100K/2329267.jpg,1614721,What type of pastry?,,,,,,
146,They are looking at the boats.,2316606.jpg,2329267,89471,https://cs.stanford.edu/people/rak248/VG_100K/2329267.jpg,923498,Why are there people on the bench?,,,,,,
147,They are cutouts on the wooden fence.,2406326.jpg,2329135,89596,https://cs.stanford.edu/people/rak248/VG_100K/2329135.jpg,1181764,What are the designs in the wooden fence?,,,,,,
148,White shirts and blue pants.,2411427.jpg,2329135,89596,https://cs.stanford.edu/people/rak248/VG_100K/2329135.jpg,1329346,What are the men wearing?,,,,,,
149,One.,2325484.jpg,2329135,89596,https://cs.stanford.edu/people/rak248/VG_100K/2329135.jpg,855035,How many feet are there?,,,,,,
150,Trees.,2363429.jpg,2329058,89669,https://cs.stanford.edu/people/rak248/VG_100K/2329058.jpg,1701477,What is behind the bear?,,,,,,
151,Two.,2395765.jpg,2329058,89669,https://cs.stanford.edu/people/rak248/VG_100K/2329058.jpg,958533,How many helmets are pictured?,,,,,,
152,Toilet.,2373680.jpg,2329058,89669,https://cs.stanford.edu/people/rak248/VG_100K/2329058.jpg,307489,What is white?,,,,,,
153,The tennis ball.,2392778.jpg,2328894,89825,https://cs.stanford.edu/people/rak248/VG_100K/2328894.jpg,1561437,What is the woman going to hit?,,,,,,
154,A santa hat.,2374930.jpg,2328894,89825,https://cs.stanford.edu/people/rak248/VG_100K/2328894.jpg,1936466,What is in front of the dog?,,,,,,
155,4.,2390096.jpg,2328894,89825,https://cs.stanford.edu/people/rak248/VG_100K/2328894.jpg,1546880,What number of people are on the boat?,,,,,,
156,2.,2382839.jpg,2328628,90078,https://cs.stanford.edu/people/rak248/VG_100K/2328628.jpg,361356,How many cups are there?,,,,,,
157,The front window.,2372465.jpg,2328628,90078,https://cs.stanford.edu/people/rak248/VG_100K/2328628.jpg,1885342,What is large and clear on the bus?,,,,,,
158,Gray or aluminum.,2334329.jpg,2328628,90078,https://cs.stanford.edu/people/rak248/VG_100K/2328628.jpg,655974,What color is the computer?,,,,,,
159,Daytime.,2363676.jpg,2328543,90157,https://cs.stanford.edu/people/rak248/VG_100K/2328543.jpg,440452,When was this taken?,,,,,,
160,A flower.,2368624.jpg,2328543,90157,https://cs.stanford.edu/people/rak248/VG_100K/2328543.jpg,1806680,What is on the woman's dress on the left?,,,,,,
161,TV screen.,2401357.jpg,2328543,90157,https://cs.stanford.edu/people/rak248/VG_100K/2328543.jpg,1242450,What is turned on?,,,,,,
162,Male.,2397256.jpg,2328515,90183,https://cs.stanford.edu/people/rak248/VG_100K/2328515.jpg,1393707,What sex is the person on the skateboard?,,,,,,
163,A woman.,2341805.jpg,2328515,90183,https://cs.stanford.edu/people/rak248/VG_100K/2328515.jpg,841970,Who is lying down?,,,,,,
164,Gold.,2405791.jpg,2328515,90183,https://cs.stanford.edu/people/rak248/VG_100K/2328515.jpg,1169360,What color is the building?,,,,,,
165,On the girl's bib.,2364005.jpg,2328512,90186,https://cs.stanford.edu/people/rak248/VG_100K/2328512.jpg,1713071,Where are the different colored circles?,,,,,,
166,On the bird.,2373538.jpg,2328512,90186,https://cs.stanford.edu/people/rak248/VG_100K/2328512.jpg,1907960,Where are the feathers?,,,,,,
167,Computer desk.,2401576.jpg,2328512,90186,https://cs.stanford.edu/people/rak248/VG_100K/2328512.jpg,1246942,What is brown and made of wood?,,,,,,
168,Riding on the tracks.,2366977.jpg,2328489,90209,https://cs.stanford.edu/people/rak248/VG_100K/2328489.jpg,1772283,What is the train doing?,,,,,,
169,With wings.,2368990.jpg,2328489,90209,https://cs.stanford.edu/people/rak248/VG_100K/2328489.jpg,1814128,How do the birds fly?,,,,,,
170,Jeans.,2360804.jpg,2328489,90209,https://cs.stanford.edu/people/rak248/VG_100K/2328489.jpg,1649372,What kind of pants?,,,,,,
171,Two.,2381586.jpg,2328379,90311,https://cs.stanford.edu/people/rak248/VG_100K/2328379.jpg,746159,How many rings are in the picture?,,,,,,
172,Four.,2414467.jpg,2328379,90311,https://cs.stanford.edu/people/rak248/VG_100K/2328379.jpg,1340379,How much propellers are on the plane?,,,,,,
173,Cabinets.,2407839.jpg,2328379,90311,https://cs.stanford.edu/people/rak248/VG_100K/2328379.jpg,1046913,What is above the microwave?,,,,,,
174,Black.,13.jpg,2328362,90326,https://cs.stanford.edu/people/rak248/VG_100K/2328362.jpg,988531,What color is the monitor?,,,,,,
175,A horse.,2370214.jpg,2328362,90326,https://cs.stanford.edu/people/rak248/VG_100K/2328362.jpg,1838170,What animal is with the man?,,,,,,
176,White.,2334710.jpg,2328362,90326,https://cs.stanford.edu/people/rak248/VG_100K/2328362.jpg,719666,What color is the fridge?,,,,,,
177,In the evening.,2406750.jpg,2328344,90343,https://cs.stanford.edu/people/rak248/VG_100K/2328344.jpg,1192089,When was the photo taken?,,,,,,
178,0.,2368032.jpg,2328344,90343,https://cs.stanford.edu/people/rak248/VG_100K/2328344.jpg,565130,How many people are shown?,,,,,,
179,Cat.,2371084.jpg,2328344,90343,https://cs.stanford.edu/people/rak248/VG_100K/2328344.jpg,1856085,What animal is pictured?,,,,,,
180,Ocean.,2361306.jpg,2328330,90357,https://cs.stanford.edu/people/rak248/VG_100K/2328330.jpg,1659421,What body of water?,,,,,,
181,Two.,2389057.jpg,2328330,90357,https://cs.stanford.edu/people/rak248/VG_100K/2328330.jpg,1349803,What is the number of headboards in the room?,,,,,,
